"","X12_13_02_U133A_Mer_Latin_Square_Expt6_R1","X12_13_02_U133A_Mer_Latin_Square_Expt6_R2","X12_13_02_U133A_Mer_Latin_Square_Expt6_R3","X12_13_02_U133A_Mer_Latin_Square_Expt7_R1","X12_13_02_U133A_Mer_Latin_Square_Expt7_R2","X12_13_02_U133A_Mer_Latin_Square_Expt7_R3"
"214405_at",2.14843057694193,6.45017281168237,17.6337612159897,3.48171644927603,2.7804899343859,4.38439998536244
"214406_s_at",19.6137119026357,24.6759455597905,10.5825323163029,17.949042399696,22.7889326746246,25.1248665953559
"214407_x_at",23.0146063076458,92.9352213729636,42.4236031968702,23.39874235237,32.1211434656666,137.319480398758
"214408_s_at",36.1251909829028,96.1383872554744,76.1138825202144,21.7398666350751,64.8618458473775,77.7817036190176
"214409_at",40.3171604818534,45.8628283531176,21.3938096938847,35.2263241501931,35.9919031328281,62.9754241688369
"214410_at",7.09052999454478,71.5055248624033,9.86546754866577,26.289169175429,11.3794206894307,22.091743920812
"214411_x_at",206.347701414261,153.26702225331,124.48728099695,184.651924392975,146.742979442592,243.210046078354
"214412_at",7.69406800196302,10.5915104011705,6.3573732765256,21.333703765876,7.42098589091249,5.81103540394095
"214413_at",11.3701452904049,18.044216213056,14.4771883818335,12.9792928934104,14.8405699191363,113.74502005955
"214414_x_at",95.0658796752123,143.262415410012,108.040761512105,111.934302814229,127.593435277687,133.484751160366
"214415_at",0.906686445794621,21.2467622633217,1.21617518191672,1.51156511118222,2.89559821910779,29.196321284306
"214416_at",12.010886020423,27.6468256255879,42.2732466743007,37.0771475005741,4.00431207497784,36.1735615934918
"214417_s_at",188.254460927701,116.161456500775,76.3287728713766,100.836856925566,225.982737941595,173.269121463896
"214418_at",2.58553106948624,16.4284157911453,10.5048480097155,6.74058132649969,7.47065942640999,10.0097985416541
"214419_s_at",85.2300547220351,121.596841178927,84.7547783023601,101.713513718803,116.774383317241,112.868153748113
"214420_s_at",14.329404311781,47.017215181153,9.10337945437535,42.2554195386296,58.3912606635304,15.438634473909
"214421_x_at",167.500987214003,223.947850501354,116.718026739215,177.699775429084,200.733010601009,223.160961978423
"214422_at",13.0202625743147,29.733529230902,14.4472539039551,16.9641415824417,2.285126447084,5.86582586332387
"214423_x_at",310.65385789679,352.252500217391,239.858912665492,325.248817254075,304.84208644369,394.404080156514
"214424_s_at",96.9947628289438,109.360491925046,25.047197779788,75.81821574183,78.3896765617823,88.6555910400105
"214425_at",168.724011647782,198.893484050743,149.880468914345,132.436379802921,182.6926360569,176.575451841797
"214426_x_at",353.152472110718,448.516362384843,496.951975619004,475.960144195519,299.964019442117,431.729505592551
"214427_at",1282.57365277304,1304.76950575642,1167.48673927659,1002.59727503608,1219.60363956127,1430.93858031781
"214428_x_at",153.982689482509,134.688186787742,137.075505515753,147.81412559968,166.920906999364,189.53783861623
"214429_at",566.251915442975,577.116238423466,690.513966745656,723.811981871281,751.61068365851,634.732179806597
"214430_at",1548.13246377496,1628.56710066139,1502.80722225005,1644.01797225115,1542.52995862367,1526.88136369268
"214431_at",1710.33211755109,1717.8584816739,1810.03794558944,1738.30109535578,1641.48947191757,1571.11110728305
"214432_at",62.904430813311,42.5421743824501,46.5637470340159,33.2757306447161,69.114021259077,65.2004293719614
"214433_s_at",1181.74059702921,1299.86462407669,1239.88593140304,1213.44900915612,1218.60560756616,1219.20445721197
"214434_at",64.451186672858,212.281108937971,173.848272239147,145.386037152862,174.898113107063,192.845546552878
"214435_x_at",2030.01663821255,1728.29618990094,2265.76901096308,2010.92744624672,2007.0894366295,1834.51788850303
"214436_at",134.824335200124,203.691913118472,169.016357394645,178.697437445439,217.532177162282,117.969305842462
"214437_s_at",1471.7420239999,1429.8694153175,1501.07221473198,1593.54779905894,1423.54263242237,1553.74890751836
"214438_at",110.31697233681,170.013308454711,148.74673630425,143.52770379664,149.238707669552,178.652954839475
"214439_x_at",1453.78676010852,1228.06783645525,1594.28687949128,1237.51138419195,1276.82169500967,1349.43595054173
"214440_at",408.446219505916,424.34805335832,414.300137633547,383.205509216036,377.985682057562,397.798892347422
"214441_at",227.700384886706,182.157491813401,276.593533971656,192.375480611393,186.732097867314,217.480621604955
"214442_s_at",187.796627960915,386.533509849495,294.671530322064,263.553408852622,258.272626839094,288.904049942411
"214443_at",270.634256206513,360.232108141193,366.791651079967,337.319997265668,387.366342207214,313.897522964282
"214444_s_at",257.802540677175,290.584494794699,180.310209009452,409.836521174125,528.876343919945,232.61481060075
"214445_at",133.658202563789,160.794169691156,134.501698807349,97.8335043472508,174.915807325185,178.116470257474
"214446_at",456.125978674005,456.285302355804,508.5973612282,382.160799365056,478.017525740918,373.192723120668
"214447_at",103.54747671438,136.811686219114,138.363063167494,270.96631831601,230.356852415897,180.620311761634
"214448_x_at",220.408194654496,59.5331093829767,99.1311634979077,161.898710279706,154.760104287009,150.531802276003
"214449_s_at",124.147230451466,105.976055070839,144.70276562993,112.137802232527,170.97569853311,122.61895270653
"214450_at",17.1678750316245,12.8300290359924,16.5636680145259,13.1133141858527,12.7684695704824,16.6779677735687
"214451_at",4.20309174155324,8.31632210644063,6.03971395872985,6.05246735940946,12.7322396728557,18.1718345354135
"214452_at",1949.97322094529,1860.55731323546,1943.11503945787,2058.8200119151,2065.78524839297,1953.7312640229
"214453_s_at",1109.80564720657,1053.01498401482,951.15248371727,941.02894750627,932.251607007978,925.271258535023
"214454_at",27.7400882936927,26.6289165889234,42.6054775623885,80.7271352364282,46.862648742984,37.8657886948586
"214455_at",69.4548540833406,58.6512941160155,93.2724210105175,134.526322771166,131.535525688908,128.666161279917
"214456_x_at",19.3745910830129,28.553063705593,13.7827078364538,25.4947108104608,32.2061060527988,40.4943353033957
"214457_at",4.13409535058385,8.26722335991247,3.96681791426163,8.07358471287376,10.3106479885682,5.99852100384686
"214458_at",94.8228289172574,136.565708603561,150.053481825683,98.3816386818114,160.343447365652,131.355872033109
"214459_x_at",3862.25187604205,3875.67018655227,3763.84631838334,3272.18278864068,3148.62520757784,3123.54689981955
"214460_at",11.2262078924605,11.6037253433522,10.6829652831342,11.0689285579292,8.37915917410298,8.95424122444077
"214461_at",5.83926844410909,5.47967045401032,4.79429991749232,4.98413684688426,4.63143435010835,5.43460079467969
"214462_at",245.491950980489,189.090182043121,175.631555358558,181.43953044808,159.802483516535,157.936189154797
"214463_x_at",74.8239736322891,47.4309487743628,120.689828332045,36.834534969589,105.904022090496,41.0460292583222
"214464_at",369.395518481198,369.348105301287,460.038703334715,435.314972244721,428.940949542373,400.848979520591
"214465_at",14.7819536450704,20.9661988341928,14.2464307651505,12.9776739280823,20.9225023562029,14.9929521685074
"214466_at",12.0489169934657,36.8923003175644,14.2096289002956,27.3419152223706,17.7490220614543,31.3486820650857
"214467_at",42.7689772320802,32.5061679767216,43.1320230101821,25.7246611424893,34.477296017747,36.9278927208254
"214468_at",5.71837336599064,15.5801772525562,5.76226675867795,19.7179707217816,6.86414602096099,17.3571786630947
"214469_at",9.74200261672831,54.759253558752,27.5020353596114,15.4940335965355,9.34703923124399,12.6284200240877
"214470_at",66.7568194772761,22.5112512240753,64.0672091331966,49.6918414469476,84.3995451167937,70.9705389520299
"214471_x_at",9.09911949862282,18.9341899166281,9.54455851557989,17.9846553983735,12.817607458837,48.3890289656162
"214472_at",58.52075589212,63.3778207702623,97.1937468494699,108.147749626001,54.7681770057299,62.6960951568309
"214473_x_at",617.735448613088,614.198665704281,684.888299056569,656.329250840765,658.491605974052,597.229996229779
"214474_at",133.579248152524,314.928266198567,204.643984690612,206.965516052138,195.358198413635,181.650497117764
"214475_x_at",3.13046082189012,3.83164246825979,3.25002818621315,2.67844715096227,3.38875269879847,4.01425657913013
"214476_at",28.5944464482241,34.7299918316868,18.3487520510624,28.6974671155075,21.4953185518533,28.512868382307
"214477_at",6.69583326864244,5.85306390203517,5.28293338506052,8.63999586728944,5.67593050682794,7.43840481960599
"214478_at",167.451127863004,180.994387948534,133.20561503778,146.362747047174,119.614588026505,110.740632710486
"214479_at",28.0724284677371,38.3095410777414,27.7906893896926,33.1284438574326,27.6800249028473,40.493234802245
"214480_at",8.46903615553589,11.1904843413531,11.9253352163831,13.2074947233869,10.5185504003008,9.07740582335432
"214481_at",80.7469460871376,69.6796110242162,134.159162115693,126.228130397254,73.4179105847107,90.3566254728433
"214482_at",101.867050900894,150.56125955392,81.5856220377589,89.3263381968655,126.063219109129,88.5735336043235
"214483_s_at",321.099677968303,364.82469342081,300.509312713964,248.741244324651,235.310599223056,370.929612135637
"214484_s_at",948.464244557522,1403.02372509687,965.711311510735,942.434285460958,920.397602768993,1019.5265064407
"214485_at",52.1281643935103,38.7865672986316,67.944244626655,70.675988809599,58.8381653912168,73.096787142305
"214486_x_at",200.407410247355,222.812628317267,288.87690984555,197.848899517749,194.362885298312,321.317355156876
"214487_s_at",300.504176253153,274.857224119686,249.41854727463,232.91270988487,240.190494314844,263.527207797146
"214488_at",36.3161624325559,3.21439987353795,18.9850807558685,30.8326269700564,41.0999696554041,40.4636044307272
"214489_at",10.8082830688283,24.357315593533,13.3328162397661,11.3972154421697,17.1009640537027,60.194022730925
"214490_at",38.9320771186988,52.6925977443062,66.7312150604612,28.0903611696891,40.492322660316,33.3837335871861
"214491_at",15.1492128709319,24.8761618929257,8.90519985660162,23.9978490960654,23.1940399061458,21.8958429013508
"214492_at",36.214413862512,77.8705536132077,19.5600463391924,6.1430221533717,17.5552890445875,122.517849633246
"214493_s_at",14.7698134513782,14.6327376739947,29.9632658258337,31.7023139628399,46.7023956685325,30.2509052865481
"214494_s_at",618.353471663189,590.453826641176,545.935340093456,522.440366803382,556.857820646647,475.737572479256
"214495_at",57.6278011630031,35.6369119625714,65.9117728652699,21.7478108133272,64.8119226180913,50.745595213592
"214496_x_at",178.329341874636,216.563342884235,191.913352245628,269.405205839276,250.710820201141,235.724539855308
"214497_s_at",3.72953776282415,5.9659561816951,3.44741794036987,4.34540855989401,4.39317203917762,4.73104207447117
"214498_at",70.897562994884,137.152283134088,44.9987456074785,28.5924759667041,27.1438669000463,70.8005647951427
"214499_s_at",431.619099084401,382.245002829996,485.726329080936,419.611081131479,388.855244705543,397.806957698757
"214500_at",254.565728966081,254.768716427402,268.664380394942,236.68583558407,228.43670411536,290.381718029601
"214501_s_at",3521.55232851755,3395.86137256742,3319.28757244137,3152.94795863436,3186.50614467826,3219.18949328242
"214502_at",39.5997994231283,80.5783910457084,32.7887755183903,8.43987963648412,29.6121827143392,62.0443791479817
"214503_x_at",4.41493919077024,5.39575574348683,6.33460225775738,6.25626447761227,8.91951590764554,11.180157996446
"214504_at",13.9206106827753,13.3118698712825,10.3100401528003,7.25423103557089,18.0301899552221,9.05377344419187
"214505_s_at",590.350717480491,519.216051147095,512.746672093707,525.196500374918,599.036294610463,579.075368752102
"214506_at",166.483874167149,217.292678035358,127.510873640455,164.830803511294,205.425296285295,221.552147657863
"214507_s_at",932.3841798394,1063.03677781426,1048.35069299866,1058.63584455019,1150.96755253582,997.895264363424
"214508_x_at",542.644937211896,558.784165600587,538.629791019184,602.509489951159,514.749786501083,536.491797998383
"214509_at",58.0027436106645,12.2826435863073,31.4404434960956,30.5627871870655,11.5188094470818,71.0909690457853
"214510_at",17.3436645337476,25.9229896037312,8.04245520667364,9.83532795665312,62.3006447165559,18.3316825990284
"214511_x_at",51.0004465546821,81.3748848337727,79.1978055856981,69.5347887657483,133.031692964806,65.6961367834958
"214512_s_at",8950.06870475646,7030.23899691895,7474.6416459869,7572.56762552684,7290.44975275785,7228.39724822649
"214513_s_at",289.711299978036,313.401746999919,315.164108745276,290.369541176287,289.873803755221,280.285093718454
"214514_at",14.8737228622688,11.3042598029468,4.92193923285431,6.95604527052753,16.9421978208402,14.5816074122981
"214515_at",39.4425168399848,41.2838121081518,16.1023895826108,13.4472402944872,24.4030671162752,5.04172721489015
"214516_at",9.40154696713202,35.5341286067436,21.8260481113235,29.570869195465,24.7854535761062,16.1866711866168
"214517_at",12.8734312545313,30.3885720765145,13.7132360690825,24.3485209178467,27.1637884489845,21.7849059987038
"214518_at",192.438982051533,147.61349226713,97.2772907572829,131.46733630557,144.70227830313,170.462868022083
"214519_s_at",99.4937405511528,120.790344689072,40.6406863980814,78.5290895020399,108.060794393905,111.711760570656
"214520_at",58.8148620450236,96.0853687445283,103.797533238736,95.4344866957874,55.9845741321846,113.191452894105
"214521_at",64.8631337470311,90.4490570428412,45.9377851968546,79.4407717243865,72.7209403859181,18.9049255263648
"214522_x_at",9.84748157561188,11.0480151768931,16.6382027923651,11.1839042723427,8.06948890266654,11.3580138590024
"214523_at",90.2237852066547,176.000410931546,111.061066651718,105.244669893216,118.590590176969,170.130472385547
"214524_at",22.9354185268346,34.9854546326749,43.5002427139146,28.268186632901,9.30549362208497,79.2071861904727
"214525_x_at",254.525015116334,245.563990377068,252.196560918194,191.679762345264,224.790083421636,279.42703522421
"214526_x_at",803.453644473533,756.48089776938,794.607699907866,713.584004453488,773.921863208861,662.754103484932
"214527_s_at",1715.79241105221,1905.64128931261,1606.07481809343,1761.74962408661,1635.9991036112,1696.81762502155
"214528_s_at",17.3196269971179,13.5881920446304,3.75879813771041,13.9229806145701,13.9778890992959,5.80872883037818
"214529_at",184.096983797815,322.193974269422,132.023693739179,117.885637431206,147.168855465784,254.951590751554
"214530_x_at",7.01958567724867,8.76252016813868,9.29675128014094,7.48212588670672,7.82387050046132,9.23268366810848
"214531_s_at",496.784611736767,424.924795107994,583.269125865262,475.112170775458,544.807174663552,435.751179317661
"214532_x_at",59.1547311396762,26.0553255379481,21.8070795897356,18.6101475650357,59.8022292877804,24.6708618760145
"214533_at",73.5857868001469,42.2672625365376,56.0789172339012,38.2249081184654,46.3403912997259,60.2113746145697
"214534_at",9.81159467734315,8.67081365495001,9.67418510092907,16.7256117235939,18.3820779166712,40.6474663424521
"214535_s_at",60.1845065468569,20.0208125476625,33.0980760945423,25.9279994197012,48.9397004870535,101.392874531307
"214536_at",69.4649580642799,42.4784221607011,110.535406895694,71.8086872256842,119.094729639157,112.506099988936
"214537_at",150.223753332939,57.9677238759526,40.643085901795,122.76125216854,130.519535845792,87.0441939674468
"214538_x_at",16.5902668553084,36.2056347292889,14.2448681773017,33.6776512993557,32.3308862376749,32.6198441305893
"214539_at",118.763168519235,197.172907268955,79.6168849964495,144.355465665586,138.744466026049,131.311730832549
"214540_at",53.332644896347,54.3646018811073,10.3097697355421,12.2074246507228,51.5174835787281,6.48774144304914
"214541_s_at",12.0138479142862,13.7265652836209,11.0137933149771,14.0225941010004,8.71355231894519,16.7251239467428
"214542_x_at",133.331995314033,73.3791167944759,96.8613639686713,144.455661205513,101.305302628397,40.1411628488828
"214543_x_at",378.856624493027,422.551706123229,366.363332181119,345.741585227142,452.520363706611,334.140292460232
"214544_s_at",559.022858234951,504.458744049504,567.773945305773,564.32472486614,575.769908882724,511.884584790614
"214545_s_at",184.259126729396,198.933006655889,167.845346364301,164.128564045412,127.288384692877,233.383566370208
"214546_s_at",21.1312224209759,35.5502416903873,82.37482675999,27.2868940599307,97.172288879894,28.7357341585828
"214547_at",8.36081909591188,6.18743074915486,8.62747837024359,4.19981346884659,5.09135589446926,5.97215864082137
"214548_x_at",12491.5369430824,12546.7402081372,13267.5781085492,12726.3519399559,13871.659411542,12138.4469953605
"214549_x_at",263.327639260977,170.33006905405,141.400132488367,223.634285933359,171.625557662377,315.223188221134
"214550_s_at",555.805798784922,475.443727653605,533.23195476266,520.466241414412,461.622036612704,431.483138590174
"214551_s_at",4.73274108471271,4.52271094154831,7.55741888383061,6.25942808193884,6.39567353292267,9.87080018829824
"214552_s_at",386.12971228885,367.06299418094,392.098547573905,364.602827054217,373.197885228752,312.214935288089
"214553_s_at",703.86189083119,700.518565841651,701.109527195235,776.484819400169,788.648539247536,739.814408715929
"214554_at",60.1580582342635,7.39442259074255,47.6916302998764,54.2309701072653,30.286208728891,82.1421709452497
"214555_at",17.7963931044556,12.9544257880481,17.928680070485,6.24005364201334,8.85828804553248,12.7775973007495
"214556_at",25.4792262225268,36.1939985194509,92.0967240881437,21.7029732171551,161.093052590903,64.311854059838
"214557_at",40.9842983883313,97.352222630897,73.5100141057929,34.8213104234064,27.974823267398,86.8502635564192
"214558_at",169.578787311276,213.15565113586,172.199163360917,161.624182802282,126.761819866457,190.664635261788
"214559_at",11.8333527356114,25.6032537169968,5.01483091753113,25.1507693637582,6.15280416524781,21.3363948134135
"214560_at",78.5132775029992,141.574201418077,78.492753622646,98.9331760454863,105.34973446085,139.682599436917
"214561_at",57.4933203259568,70.2627192236744,54.1795250854027,83.5977248065518,79.8563722940232,127.996259872571
"214562_at",35.1432284443996,46.7241651198613,11.1226145624717,40.0771634494333,32.2299911497395,43.1962375277633
"214563_at",13.8002547976355,34.8134793998284,140.85594184842,115.336389426406,68.3979958876829,77.673134583157
"214564_s_at",95.8550566298219,120.862684460289,105.33691385872,106.012118038469,137.459749319205,143.775102482128
"214565_s_at",12.3939158847,17.3623294975113,7.05969816516216,12.5584158903864,16.9061014923353,16.2395394866388
"214566_at",22.2606306702893,36.7339031604491,24.2557207362206,10.6526933228931,2.57174396303912,4.70156620669462
"214567_s_at",4.95300893663164,5.26108220456371,5.17278744579729,4.41399493044144,3.98470280650737,8.74212533749771
"214568_at",10.6064405171152,19.7875620327181,26.1969930768982,16.1205842644572,18.3151711748179,12.6460476423551
"214569_at",47.1827158182512,68.499793884612,52.0930295020267,39.7529253877933,39.5948451767711,56.1614896367413
"214570_x_at",10.9751524603855,69.275008918661,70.4364839947773,11.3236576011226,11.2906674864811,32.9628536172842
"214571_at",10.0003712844169,4.79095807860015,7.49228073785322,4.13973529169212,6.97950989371344,6.764880539231
"214572_s_at",68.3728398917069,40.8127172479726,56.1098059947258,56.027609448163,68.040901509232,140.907708958734
"214574_x_at",40.4042409053294,38.8680573872163,82.3550742699128,111.71676511136,113.30797679578,108.09472812951
"214575_s_at",76.1289128478644,104.495065545665,69.2723224981206,43.1327501933904,62.761139017133,85.9616350549661
"214576_at",7.58770372180781,5.13866031465697,8.35957756993078,4.05094759303199,10.1374901840734,5.03538023595856
"214577_at",90.5568045189879,110.78629839923,121.650452644251,162.914352424958,136.025761087085,200.238531555424
"214578_s_at",290.667996452795,332.983081111298,274.074558665647,257.662343851504,310.08535863784,368.422605660357
"214579_at",16.8994553327123,90.7038202229012,80.9020093000971,64.5143790973801,21.2243627432388,116.13970577291
"214580_x_at",14.8281790405101,19.9690372965504,13.491326429196,13.9807883253356,16.3612875401618,58.4224086302289
"214581_x_at",147.118911106914,118.11764073738,160.90321678143,159.897974722194,179.693811686223,135.491056462263
"214582_at",161.929859131112,136.704535153854,152.285857140668,145.328841790481,150.672754879204,176.071836925649
"214583_at",146.949338838484,157.170261267442,171.336380857213,175.522721454074,191.296004763024,172.635790912115
"214584_x_at",74.0759174352381,28.5599544258843,32.0269150029236,19.5224675151492,55.9128046373602,35.0478916821497
"214585_s_at",1143.53656917634,939.140831584879,1180.09125190315,1393.45543240755,1245.49364548793,1191.0279369287
"214586_at",2.55519865396722,0.807830955934373,1.53106586169863,1.14107384378387,33.4016453585093,1.28151149118785
"214587_at",58.4918753721659,41.6502763330259,50.0397404804446,48.2989589831756,53.8346163436568,55.8513803455342
"214588_s_at",210.503575423645,211.20722771005,259.168536506965,306.649637613738,299.512851430465,256.213780974113
"214589_at",24.9908431530822,11.1104027979831,20.4755629824153,9.36259808932055,11.2403175018266,9.81872031285332
"214590_s_at",91.2412009162768,96.6468115531857,57.0746559907195,86.7637968991787,73.5643419445703,80.3946434952532
"214591_at",96.8838542388277,79.3459318621623,41.2466991872402,43.9763691590692,24.1819194053757,50.3736744203997
"214592_s_at",13.5246980899056,19.655783679383,41.7530106579654,4.90838008634763,14.4181280682675,15.5504465470518
"214593_at",55.0708364982792,53.2896758873289,25.8960788044507,40.8362513203397,40.8125484550848,62.1920272035921
"214594_x_at",120.32277122055,116.17838762062,100.448804289151,105.432645689628,152.030404534159,162.09663829838
"214595_at",246.430613894444,188.687046674379,310.57857486836,298.119809373452,215.962187722556,234.998807292383
"214596_at",117.572049077776,135.340551548589,83.2359787860709,125.291831432793,171.25921446734,48.9801827816285
"214597_at",39.7563464026884,20.6025619522449,34.5588769516292,24.7763626090421,19.5919064515466,51.3460016595676
"214598_at",39.6775514734328,69.6117380292341,33.633952206133,59.3275903867004,8.11934648394351,80.1038091244629
"214599_at",84.1538955195342,162.915210722523,90.846116002856,123.156233124038,133.581944854464,193.734834630953
"214600_at",598.037303677225,787.39898765736,508.16406362074,524.061184994299,536.297615804917,753.753654796541
"214601_at",3.09274682555218,7.00718084048581,4.01119571070806,2.03827539781786,4.49427718395965,3.69043786272943
"214602_at",157.331354033122,148.894954300405,25.3827039328281,35.059899858215,113.711635914548,120.713995893328
"214603_at",19.0527155605174,5.03353106846467,5.27145824459951,3.12922520754693,9.58287820636417,5.55019869722269
"214604_at",35.1129912600281,44.9661910275502,91.959426672348,49.5140948758771,83.9871838826617,46.7054900609316
"214605_x_at",276.749035050412,181.57498165036,190.235338243922,263.27577328241,214.30492227048,174.73863986139
"214606_at",21.3753197203482,12.4929645558902,14.9436744892515,32.2368338204432,6.52688315591341,12.1275861156757
"214607_at",125.027757930577,96.1594935218196,123.550503678298,122.916841510019,118.079783259256,120.800919421724
"214608_s_at",10.4740577002484,14.1851312524252,25.2108275918976,12.7642318459453,13.2702635523431,18.1241500917506
"214609_at",46.2694669777465,128.647480511916,34.0434415032342,105.853167654083,137.695477102789,65.9702404700236
"214610_at",117.112653332991,76.3520796357063,70.508298062827,80.8238156408175,96.3109524946084,111.352860950163
"214611_at",43.4669832367694,98.5467094324754,47.3884584784395,46.4744472405006,14.3441666661067,20.1303269267952
"214612_x_at",2339.71649194927,2036.93230181566,2224.8478507272,1996.60856203293,2063.06788114377,1894.75234835799
"214613_at",17.9094465307986,164.765538678255,14.5221110334506,87.1731082786612,53.6415686296309,21.2685593188121
"214614_at",168.366299851135,186.862768818576,138.506112481155,165.969509684993,152.656166281679,173.169095381508
"214615_at",20.7721006901632,37.7236480053657,30.2137415962233,3.85463358682635,24.3237232773274,27.9681946242134
"214616_at",265.283155598349,375.369431801265,222.559922365716,236.587495768696,251.584777043396,277.755717892914
"214617_at",144.223788605631,104.554877175453,78.2650219841712,76.6706564866789,109.498454475075,136.467767546106
"214618_at",75.1084430453924,65.875279881657,52.6077855548135,36.1756325204569,82.9235789122757,55.2867384759887
"214619_at",46.6603968437546,63.3133458586611,38.5081271525559,24.3787229230077,8.21983284110907,19.8249105374703
"214620_x_at",1004.4061909333,562.844707067186,1164.58416627284,957.9975728671,920.653372751556,569.718848229454
"214621_at",6.48350015085399,20.2800556189313,4.18115670585605,7.11965833806212,7.65737453249971,38.9735606743154
"214622_at",26.2733332076777,36.3410555730079,19.744258328073,22.9988617103251,22.5885501634476,27.3920971069949
"214623_at",12.0206034866379,11.2239206755299,5.84125386880314,5.22568192446689,6.40017871600822,9.35943271371722
"214624_at",98.6647542649314,145.291218403693,45.3643566763529,78.0000213148711,118.796417007421,137.837446732637
"214625_s_at",15.0056296529017,15.9803009955533,64.4734868312631,22.1563554333774,24.7058574694031,20.0169163859474
"214626_s_at",1322.08835213471,1623.88818402378,1348.95343153909,1385.94635870151,1480.32177035431,1467.00563677929
"214627_at",117.779043422522,118.944997630835,87.3371671514526,82.1063695128573,68.5783273870235,162.250578141496
"214628_at",15.3036160988181,29.5645936886399,17.6452845658898,30.8394790637306,35.745971833773,25.0298366568792
"214629_x_at",6034.5487691644,5716.39656222564,6097.32001560191,6140.05898744283,6289.68447134338,6117.52213128036
"214630_at",13.1035236333237,9.02101485187701,11.4153653641107,18.50027422835,13.7071299702654,22.8571600042797
"214631_at",8.56348166147607,91.1736333565536,69.9508666895749,78.6947654998764,26.4467542480112,55.2458606595554
"214632_at",54.7506879199055,48.7403887069816,59.8994200323389,49.9674134486017,54.9657069583435,50.4376638801574
"214633_at",10.4035583216511,14.3822254345694,38.4065208381752,15.7951066378529,13.6278609278371,69.2600942398719
"214634_at",23.7592445216183,8.03563201539202,6.53167870087704,17.3752024515503,44.9819499409302,38.7479458244734
"214635_at",238.331954712465,250.277143600174,196.701527261055,202.521732837184,151.046956558302,222.339323990408
"214636_at",49.1357891700057,100.241965553932,59.1246447212412,12.9734451397413,91.940914515072,74.1594272639548
"214637_at",9.49160943593702,8.95273956600151,8.20071876521293,8.58599630332325,7.09843793389233,6.24398698884546
"214638_s_at",123.706875054923,189.66906487076,195.979067807554,199.101186396976,175.173906289613,199.320821142321
"214639_s_at",61.062723097811,34.9955385176953,19.335476904983,15.5476584990977,78.2646406297816,22.8805292415603
"214640_at",17.6643238835158,13.6380118091093,51.1655085020414,12.9339859090275,9.38751947214304,40.2867374668976
"214641_at",142.763585003423,170.519319135609,121.710905611511,125.375345327881,138.784234871169,191.662099274914
"214642_x_at",630.336657279734,436.358811196409,448.261230201032,571.376051756528,328.870030290349,583.126969053582
"214643_x_at",470.702365443928,508.149280632129,475.004408070649,487.904625451249,636.502571170004,562.462224725674
"214644_at",8.11509124810709,9.81641004727848,2.25179250552541,3.79295463687705,3.06425649180891,31.8268834695736
"214645_at",34.0977493924319,76.5371717384877,40.7631019003937,55.9257012564461,85.4044357038864,83.5788853399986
"214646_at",12.1451976462635,66.1900070883261,20.0343862017212,76.0236000419468,21.2763891740374,15.5679578493263
"214647_s_at",144.98503341856,133.072195341727,153.180480498316,177.324556178418,104.357258830495,130.465468849853
"214648_at",65.3774972751515,74.6076017744686,32.2166792246887,62.2892881134593,18.9823563218372,17.3986059162398
"214649_s_at",823.745910396175,856.903590730508,884.030622741792,975.703604969594,874.151530801715,851.022041783184
"214650_x_at",55.4556644928876,67.3626233757534,52.7567927338073,79.0039577738858,63.5015153859718,73.8559194967868
"214651_s_at",131.7064564153,96.7368411706277,139.976947990781,122.779614787547,161.003418615645,148.318559141446
"214652_at",5.20638864377156,8.01121619178557,3.40946051912799,10.8327940798513,28.788325663794,4.7135861782564
"214655_at",60.4748244150233,10.6284733986742,5.65918127142626,14.394363063051,11.1004737737785,51.7392572642169
"214656_x_at",591.174389587795,364.159159986935,572.722349829457,463.766333098385,369.084163980147,502.334170632706
"214657_s_at",227.22840624625,235.329779864714,199.513474046693,210.931140317681,229.176836835437,185.469831880835
"214658_at",615.341790315152,456.571858974922,843.391955679372,869.680503138491,763.679291402849,660.372133290747
"214659_x_at",254.318924818068,192.195609525964,180.33369187129,215.941393002982,194.692916666941,209.965389348626
"214660_at",246.89169110484,177.247663090101,196.075642953967,276.073679827222,319.876346305024,244.24182779041
"214661_s_at",500.987738122396,700.613290091194,523.710497397717,567.76265549725,743.306879285954,712.679411328601
"214662_at",469.615155755618,466.738258085201,456.507427801922,453.413739151316,415.130465753909,478.170648179613
"214663_at",186.343097944248,275.144043400406,213.540288847602,171.887235152341,201.722365276763,221.015753346301
"214664_at",63.1724274399541,69.0063420921888,61.6848421047256,50.8021744071852,81.5613175097394,64.5505183888616
"214665_s_at",3101.55453210093,2832.48116763384,3437.46040797092,3053.16057506774,3521.16987014135,2611.79732300252
"214666_x_at",275.794935911223,276.069361289415,300.568302117275,292.523111015412,298.364117279802,308.778476090392
"214667_s_at",46.7940401419431,27.9377554771289,16.5344823771633,33.233221613491,19.6872324466034,18.6783926248491
"214668_at",106.380422612649,121.293420040885,45.9488653117527,85.7896264447055,81.0778164239717,113.328927244455
"214669_x_at",61.9925569076087,62.2859540060493,74.1672162433093,47.170256221105,22.8310547468264,38.5993770719963
"214670_at",286.009393564245,280.102980177161,270.21659168392,299.559543372322,314.664010279217,376.097957636022
"214671_s_at",164.670273724492,170.372769649557,169.230947722534,136.539386652895,128.583272685554,110.142075672867
